# kind=pos_below_FN  count=20000
i	j	sim	id_i	id_j	path_i	path_j
543907	543912	0.136113	10878	10878	test_data/identity_010878/sample_0007.jpg	test_data/identity_010878/sample_0012.jpg
746879	746882	0.136113	14937	14937	test_data/identity_014937/sample_0029.jpg	test_data/identity_014937/sample_0032.jpg
1197131	1197132	0.136112	23942	23942	test_data/identity_023942/sample_0031.jpg	test_data/identity_023942/sample_0032.jpg
464051	464095	0.136112	9281	9281	test_data/identity_009281/sample_0001.jpg	test_data/identity_009281/sample_0045.jpg
453029	453043	0.136112	9060	9060	test_data/identity_009060/sample_0029.jpg	test_data/identity_009060/sample_0043.jpg
1669803	1669820	0.136112	33396	33396	test_data/identity_033396/sample_0003.jpg	test_data/identity_033396/sample_0020.jpg
566982	566989	0.136111	11339	11339	test_data/identity_011339/sample_0032.jpg	test_data/identity_011339/sample_0039.jpg
694677	694696	0.136111	13893	13893	test_data/identity_013893/sample_0027.jpg	test_data/identity_013893/sample_0046.jpg
1475500	1475504	0.136111	29510	29510	test_data/identity_029510/sample_0000.jpg	test_data/identity_029510/sample_0004.jpg
1512552	1512595	0.136110	30251	30251	test_data/identity_030251/sample_0002.jpg	test_data/identity_030251/sample_0045.jpg
55702	55742	0.136110	1114	1114	test_data/identity_001114/sample_0002.jpg	test_data/identity_001114/sample_0042.jpg
1612072	1612089	0.136110	32241	32241	test_data/identity_032241/sample_0022.jpg	test_data/identity_032241/sample_0039.jpg
1945458	1945477	0.136110	38909	38909	test_data/identity_038909/sample_0008.jpg	test_data/identity_038909/sample_0027.jpg
1277115	1277135	0.136110	25542	25542	test_data/identity_025542/sample_0015.jpg	test_data/identity_025542/sample_0035.jpg
617805	617811	0.136110	12356	12356	test_data/identity_012356/sample_0005.jpg	test_data/identity_012356/sample_0011.jpg
1770522	1770532	0.136110	35410	35410	test_data/identity_035410/sample_0022.jpg	test_data/identity_035410/sample_0032.jpg
633927	633939	0.136109	12678	12678	test_data/identity_012678/sample_0027.jpg	test_data/identity_012678/sample_0039.jpg
1230656	1230697	0.136109	24613	24613	test_data/identity_024613/sample_0006.jpg	test_data/identity_024613/sample_0047.jpg
79605	79616	0.136109	1592	1592	test_data/identity_001592/sample_0005.jpg	test_data/identity_001592/sample_0016.jpg
18477	18487	0.136109	369	369	test_data/identity_000369/sample_0027.jpg	test_data/identity_000369/sample_0037.jpg
1862072	1862094	0.136108	37241	37241	test_data/identity_037241/sample_0022.jpg	test_data/identity_037241/sample_0044.jpg
1861370	1861380	0.136108	37227	37227	test_data/identity_037227/sample_0020.jpg	test_data/identity_037227/sample_0030.jpg
183951	183976	0.136108	3679	3679	test_data/identity_003679/sample_0001.jpg	test_data/identity_003679/sample_0026.jpg
1908325	1908342	0.136107	38166	38166	test_data/identity_038166/sample_0025.jpg	test_data/identity_038166/sample_0042.jpg
624455	624495	0.136107	12489	12489	test_data/identity_012489/sample_0005.jpg	test_data/identity_012489/sample_0045.jpg
1957829	1957832	0.136107	39156	39156	test_data/identity_039156/sample_0029.jpg	test_data/identity_039156/sample_0032.jpg
1903811	1903812	0.136106	38076	38076	test_data/identity_038076/sample_0011.jpg	test_data/identity_038076/sample_0012.jpg
1415277	1415283	0.136106	28305	28305	test_data/identity_028305/sample_0027.jpg	test_data/identity_028305/sample_0033.jpg
1475365	1475396	0.136106	29507	29507	test_data/identity_029507/sample_0015.jpg	test_data/identity_029507/sample_0046.jpg
380819	380845	0.136106	7616	7616	test_data/identity_007616/sample_0019.jpg	test_data/identity_007616/sample_0045.jpg
652760	652782	0.136105	13055	13055	test_data/identity_013055/sample_0010.jpg	test_data/identity_013055/sample_0032.jpg
1260180	1260190	0.136105	25203	25203	test_data/identity_025203/sample_0030.jpg	test_data/identity_025203/sample_0040.jpg
956850	956890	0.136105	19137	19137	test_data/identity_019137/sample_0000.jpg	test_data/identity_019137/sample_0040.jpg
1475902	1475935	0.136105	29518	29518	test_data/identity_029518/sample_0002.jpg	test_data/identity_029518/sample_0035.jpg
903820	903845	0.136104	18076	18076	test_data/identity_018076/sample_0020.jpg	test_data/identity_018076/sample_0045.jpg
1233952	1233971	0.136104	24679	24679	test_data/identity_024679/sample_0002.jpg	test_data/identity_024679/sample_0021.jpg
557469	557491	0.136104	11149	11149	test_data/identity_011149/sample_0019.jpg	test_data/identity_011149/sample_0041.jpg
1573171	1573180	0.136104	31463	31463	test_data/identity_031463/sample_0021.jpg	test_data/identity_031463/sample_0030.jpg
855184	855188	0.136104	17103	17103	test_data/identity_017103/sample_0034.jpg	test_data/identity_017103/sample_0038.jpg
897277	897287	0.136104	17945	17945	test_data/identity_017945/sample_0027.jpg	test_data/identity_017945/sample_0037.jpg
478408	478440	0.136104	9568	9568	test_data/identity_009568/sample_0008.jpg	test_data/identity_009568/sample_0040.jpg
260155	260174	0.136103	5203	5203	test_data/identity_005203/sample_0005.jpg	test_data/identity_005203/sample_0024.jpg
797276	797298	0.136102	15945	15945	test_data/identity_015945/sample_0026.jpg	test_data/identity_015945/sample_0048.jpg
1987967	1987997	0.136102	39759	39759	test_data/identity_039759/sample_0017.jpg	test_data/identity_039759/sample_0047.jpg
1759655	1759690	0.136102	35193	35193	test_data/identity_035193/sample_0005.jpg	test_data/identity_035193/sample_0040.jpg
560429	560438	0.136102	11208	11208	test_data/identity_011208/sample_0029.jpg	test_data/identity_011208/sample_0038.jpg
460862	460887	0.136102	9217	9217	test_data/identity_009217/sample_0012.jpg	test_data/identity_009217/sample_0037.jpg
1971585	1971593	0.136101	39431	39431	test_data/identity_039431/sample_0035.jpg	test_data/identity_039431/sample_0043.jpg
1976876	1976895	0.136101	39537	39537	test_data/identity_039537/sample_0026.jpg	test_data/identity_039537/sample_0045.jpg
311214	311233	0.136101	6224	6224	test_data/identity_006224/sample_0014.jpg	test_data/identity_006224/sample_0033.jpg
1547977	1547983	0.136101	30959	30959	test_data/identity_030959/sample_0027.jpg	test_data/identity_030959/sample_0033.jpg
156627	156648	0.136100	3132	3132	test_data/identity_003132/sample_0027.jpg	test_data/identity_003132/sample_0048.jpg
1909769	1909772	0.136099	38195	38195	test_data/identity_038195/sample_0019.jpg	test_data/identity_038195/sample_0022.jpg
1144414	1144417	0.136099	22888	22888	test_data/identity_022888/sample_0014.jpg	test_data/identity_022888/sample_0017.jpg
1193033	1193041	0.136098	23860	23860	test_data/identity_023860/sample_0033.jpg	test_data/identity_023860/sample_0041.jpg
6119	6125	0.136098	122	122	test_data/identity_000122/sample_0019.jpg	test_data/identity_000122/sample_0025.jpg
253308	253325	0.136098	5066	5066	test_data/identity_005066/sample_0008.jpg	test_data/identity_005066/sample_0025.jpg
1906778	1906798	0.136098	38135	38135	test_data/identity_038135/sample_0028.jpg	test_data/identity_038135/sample_0048.jpg
491156	491161	0.136097	9823	9823	test_data/identity_009823/sample_0006.jpg	test_data/identity_009823/sample_0011.jpg
110275	110295	0.136097	2205	2205	test_data/identity_002205/sample_0025.jpg	test_data/identity_002205/sample_0045.jpg
431066	431070	0.136097	8621	8621	test_data/identity_008621/sample_0016.jpg	test_data/identity_008621/sample_0020.jpg
1705225	1705235	0.136097	34104	34104	test_data/identity_034104/sample_0025.jpg	test_data/identity_034104/sample_0035.jpg
800800	800813	0.136097	16016	16016	test_data/identity_016016/sample_0000.jpg	test_data/identity_016016/sample_0013.jpg
448975	448981	0.136096	8979	8979	test_data/identity_008979/sample_0025.jpg	test_data/identity_008979/sample_0031.jpg
1800071	1800091	0.136096	36001	36001	test_data/identity_036001/sample_0021.jpg	test_data/identity_036001/sample_0041.jpg
1661985	1661988	0.136096	33239	33239	test_data/identity_033239/sample_0035.jpg	test_data/identity_033239/sample_0038.jpg
580457	580474	0.136094	11609	11609	test_data/identity_011609/sample_0007.jpg	test_data/identity_011609/sample_0024.jpg
1421174	1421188	0.136094	28423	28423	test_data/identity_028423/sample_0024.jpg	test_data/identity_028423/sample_0038.jpg
1370875	1370881	0.136094	27417	27417	test_data/identity_027417/sample_0025.jpg	test_data/identity_027417/sample_0031.jpg
478965	478993	0.136093	9579	9579	test_data/identity_009579/sample_0015.jpg	test_data/identity_009579/sample_0043.jpg
481753	481784	0.136093	9635	9635	test_data/identity_009635/sample_0003.jpg	test_data/identity_009635/sample_0034.jpg
142423	142425	0.136093	2848	2848	test_data/identity_002848/sample_0023.jpg	test_data/identity_002848/sample_0025.jpg
328354	328380	0.136092	6567	6567	test_data/identity_006567/sample_0004.jpg	test_data/identity_006567/sample_0030.jpg
716064	716071	0.136092	14321	14321	test_data/identity_014321/sample_0014.jpg	test_data/identity_014321/sample_0021.jpg
1575250	1575260	0.136091	31505	31505	test_data/identity_031505/sample_0000.jpg	test_data/identity_031505/sample_0010.jpg
1113172	1113185	0.136091	22263	22263	test_data/identity_022263/sample_0022.jpg	test_data/identity_022263/sample_0035.jpg
1464054	1464068	0.136090	29281	29281	test_data/identity_029281/sample_0004.jpg	test_data/identity_029281/sample_0018.jpg
355387	355395	0.136090	7107	7107	test_data/identity_007107/sample_0037.jpg	test_data/identity_007107/sample_0045.jpg
587416	587424	0.136090	11748	11748	test_data/identity_011748/sample_0016.jpg	test_data/identity_011748/sample_0024.jpg
799464	799488	0.136090	15989	15989	test_data/identity_015989/sample_0014.jpg	test_data/identity_015989/sample_0038.jpg
700161	700197	0.136090	14003	14003	test_data/identity_014003/sample_0011.jpg	test_data/identity_014003/sample_0047.jpg
1140325	1140327	0.136090	22806	22806	test_data/identity_022806/sample_0025.jpg	test_data/identity_022806/sample_0027.jpg
1423282	1423298	0.136090	28465	28465	test_data/identity_028465/sample_0032.jpg	test_data/identity_028465/sample_0048.jpg
1225076	1225079	0.136089	24501	24501	test_data/identity_024501/sample_0026.jpg	test_data/identity_024501/sample_0029.jpg
461224	461232	0.136089	9224	9224	test_data/identity_009224/sample_0024.jpg	test_data/identity_009224/sample_0032.jpg
1712380	1712386	0.136089	34247	34247	test_data/identity_034247/sample_0030.jpg	test_data/identity_034247/sample_0036.jpg
505870	505873	0.136089	10117	10117	test_data/identity_010117/sample_0020.jpg	test_data/identity_010117/sample_0023.jpg
1992964	1992990	0.136089	39859	39859	test_data/identity_039859/sample_0014.jpg	test_data/identity_039859/sample_0040.jpg
181810	181836	0.136088	3636	3636	test_data/identity_003636/sample_0010.jpg	test_data/identity_003636/sample_0036.jpg
1635369	1635373	0.136088	32707	32707	test_data/identity_032707/sample_0019.jpg	test_data/identity_032707/sample_0023.jpg
1691314	1691316	0.136088	33826	33826	test_data/identity_033826/sample_0014.jpg	test_data/identity_033826/sample_0016.jpg
319066	319086	0.136087	6381	6381	test_data/identity_006381/sample_0016.jpg	test_data/identity_006381/sample_0036.jpg
430662	430679	0.136087	8613	8613	test_data/identity_008613/sample_0012.jpg	test_data/identity_008613/sample_0029.jpg
1934181	1934191	0.136087	38683	38683	test_data/identity_038683/sample_0031.jpg	test_data/identity_038683/sample_0041.jpg
464442	464443	0.136087	9288	9288	test_data/identity_009288/sample_0042.jpg	test_data/identity_009288/sample_0043.jpg
459733	459738	0.136087	9194	9194	test_data/identity_009194/sample_0033.jpg	test_data/identity_009194/sample_0038.jpg
1387151	1387193	0.136087	27743	27743	test_data/identity_027743/sample_0001.jpg	test_data/identity_027743/sample_0043.jpg
1307979	1307988	0.136086	26159	26159	test_data/identity_026159/sample_0029.jpg	test_data/identity_026159/sample_0038.jpg
733084	733085	0.136086	14661	14661	test_data/identity_014661/sample_0034.jpg	test_data/identity_014661/sample_0035.jpg
1702063	1702080	0.136085	34041	34041	test_data/identity_034041/sample_0013.jpg	test_data/identity_034041/sample_0030.jpg
349963	349983	0.136085	6999	6999	test_data/identity_006999/sample_0013.jpg	test_data/identity_006999/sample_0033.jpg
1648083	1648088	0.136085	32961	32961	test_data/identity_032961/sample_0033.jpg	test_data/identity_032961/sample_0038.jpg
648022	648030	0.136085	12960	12960	test_data/identity_012960/sample_0022.jpg	test_data/identity_012960/sample_0030.jpg
1041664	1041666	0.136085	20833	20833	test_data/identity_020833/sample_0014.jpg	test_data/identity_020833/sample_0016.jpg
1642057	1642075	0.136084	32841	32841	test_data/identity_032841/sample_0007.jpg	test_data/identity_032841/sample_0025.jpg
1011114	1011115	0.136084	20222	20222	test_data/identity_020222/sample_0014.jpg	test_data/identity_020222/sample_0015.jpg
1202329	1202343	0.136084	24046	24046	test_data/identity_024046/sample_0029.jpg	test_data/identity_024046/sample_0043.jpg
1972564	1972599	0.136083	39451	39451	test_data/identity_039451/sample_0014.jpg	test_data/identity_039451/sample_0049.jpg
1245033	1245044	0.136083	24900	24900	test_data/identity_024900/sample_0033.jpg	test_data/identity_024900/sample_0044.jpg
1301750	1301754	0.136083	26035	26035	test_data/identity_026035/sample_0000.jpg	test_data/identity_026035/sample_0004.jpg
99063	99085	0.136083	1981	1981	test_data/identity_001981/sample_0013.jpg	test_data/identity_001981/sample_0035.jpg
1552673	1552680	0.136082	31053	31053	test_data/identity_031053/sample_0023.jpg	test_data/identity_031053/sample_0030.jpg
760150	760197	0.136082	15203	15203	test_data/identity_015203/sample_0000.jpg	test_data/identity_015203/sample_0047.jpg
1353605	1353643	0.136082	27072	27072	test_data/identity_027072/sample_0005.jpg	test_data/identity_027072/sample_0043.jpg
620561	620586	0.136082	12411	12411	test_data/identity_012411/sample_0011.jpg	test_data/identity_012411/sample_0036.jpg
1523871	1523886	0.136082	30477	30477	test_data/identity_030477/sample_0021.jpg	test_data/identity_030477/sample_0036.jpg
1024908	1024948	0.136082	20498	20498	test_data/identity_020498/sample_0008.jpg	test_data/identity_020498/sample_0048.jpg
1879009	1879015	0.136081	37580	37580	test_data/identity_037580/sample_0009.jpg	test_data/identity_037580/sample_0015.jpg
820252	820280	0.136081	16405	16405	test_data/identity_016405/sample_0002.jpg	test_data/identity_016405/sample_0030.jpg
844658	844691	0.136081	16893	16893	test_data/identity_016893/sample_0008.jpg	test_data/identity_016893/sample_0041.jpg
643855	643874	0.136081	12877	12877	test_data/identity_012877/sample_0005.jpg	test_data/identity_012877/sample_0024.jpg
1763728	1763747	0.136080	35274	35274	test_data/identity_035274/sample_0028.jpg	test_data/identity_035274/sample_0047.jpg
153550	153599	0.136080	3071	3071	test_data/identity_003071/sample_0000.jpg	test_data/identity_003071/sample_0049.jpg
1896269	1896286	0.136080	37925	37925	test_data/identity_037925/sample_0019.jpg	test_data/identity_037925/sample_0036.jpg
703970	703989	0.136080	14079	14079	test_data/identity_014079/sample_0020.jpg	test_data/identity_014079/sample_0039.jpg
1205688	1205692	0.136080	24113	24113	test_data/identity_024113/sample_0038.jpg	test_data/identity_024113/sample_0042.jpg
118309	118337	0.136079	2366	2366	test_data/identity_002366/sample_0009.jpg	test_data/identity_002366/sample_0037.jpg
1972422	1972436	0.136079	39448	39448	test_data/identity_039448/sample_0022.jpg	test_data/identity_039448/sample_0036.jpg
476323	476328	0.136079	9526	9526	test_data/identity_009526/sample_0023.jpg	test_data/identity_009526/sample_0028.jpg
1917850	1917868	0.136079	38357	38357	test_data/identity_038357/sample_0000.jpg	test_data/identity_038357/sample_0018.jpg
1193966	1193991	0.136079	23879	23879	test_data/identity_023879/sample_0016.jpg	test_data/identity_023879/sample_0041.jpg
1469710	1469749	0.136078	29394	29394	test_data/identity_029394/sample_0010.jpg	test_data/identity_029394/sample_0049.jpg
1738017	1738038	0.136078	34760	34760	test_data/identity_034760/sample_0017.jpg	test_data/identity_034760/sample_0038.jpg
660456	660467	0.136078	13209	13209	test_data/identity_013209/sample_0006.jpg	test_data/identity_013209/sample_0017.jpg
1004270	1004282	0.136078	20085	20085	test_data/identity_020085/sample_0020.jpg	test_data/identity_020085/sample_0032.jpg
43750	43776	0.136078	875	875	test_data/identity_000875/sample_0000.jpg	test_data/identity_000875/sample_0026.jpg
1607931	1607934	0.136078	32158	32158	test_data/identity_032158/sample_0031.jpg	test_data/identity_032158/sample_0034.jpg
573314	573336	0.136077	11466	11466	test_data/identity_011466/sample_0014.jpg	test_data/identity_011466/sample_0036.jpg
1862868	1862884	0.136077	37257	37257	test_data/identity_037257/sample_0018.jpg	test_data/identity_037257/sample_0034.jpg
1631801	1631820	0.136077	32636	32636	test_data/identity_032636/sample_0001.jpg	test_data/identity_032636/sample_0020.jpg
677400	677413	0.136076	13548	13548	test_data/identity_013548/sample_0000.jpg	test_data/identity_013548/sample_0013.jpg
1512455	1512471	0.136076	30249	30249	test_data/identity_030249/sample_0005.jpg	test_data/identity_030249/sample_0021.jpg
829566	829568	0.136076	16591	16591	test_data/identity_016591/sample_0016.jpg	test_data/identity_016591/sample_0018.jpg
752386	752393	0.136075	15047	15047	test_data/identity_015047/sample_0036.jpg	test_data/identity_015047/sample_0043.jpg
1136414	1136444	0.136075	22728	22728	test_data/identity_022728/sample_0014.jpg	test_data/identity_022728/sample_0044.jpg
197522	197528	0.136075	3950	3950	test_data/identity_003950/sample_0022.jpg	test_data/identity_003950/sample_0028.jpg
873589	873591	0.136074	17471	17471	test_data/identity_017471/sample_0039.jpg	test_data/identity_017471/sample_0041.jpg
1065324	1065348	0.136074	21306	21306	test_data/identity_021306/sample_0024.jpg	test_data/identity_021306/sample_0048.jpg
575109	575138	0.136074	11502	11502	test_data/identity_011502/sample_0009.jpg	test_data/identity_011502/sample_0038.jpg
746513	746526	0.136074	14930	14930	test_data/identity_014930/sample_0013.jpg	test_data/identity_014930/sample_0026.jpg
861051	861054	0.136073	17221	17221	test_data/identity_017221/sample_0001.jpg	test_data/identity_017221/sample_0004.jpg
1165060	1165087	0.136073	23301	23301	test_data/identity_023301/sample_0010.jpg	test_data/identity_023301/sample_0037.jpg
1831967	1831987	0.136072	36639	36639	test_data/identity_036639/sample_0017.jpg	test_data/identity_036639/sample_0037.jpg
1889804	1889832	0.136072	37796	37796	test_data/identity_037796/sample_0004.jpg	test_data/identity_037796/sample_0032.jpg
258888	258892	0.136071	5177	5177	test_data/identity_005177/sample_0038.jpg	test_data/identity_005177/sample_0042.jpg
81952	81969	0.136071	1639	1639	test_data/identity_001639/sample_0002.jpg	test_data/identity_001639/sample_0019.jpg
1721653	1721677	0.136071	34433	34433	test_data/identity_034433/sample_0003.jpg	test_data/identity_034433/sample_0027.jpg
996251	996296	0.136071	19925	19925	test_data/identity_019925/sample_0001.jpg	test_data/identity_019925/sample_0046.jpg
1877058	1877085	0.136071	37541	37541	test_data/identity_037541/sample_0008.jpg	test_data/identity_037541/sample_0035.jpg
36466	36488	0.136070	729	729	test_data/identity_000729/sample_0016.jpg	test_data/identity_000729/sample_0038.jpg
