# kind=pos_above  count=20000
i	j	sim	id_i	id_j	path_i	path_j
485655	485662	0.136150	9713	9713	test_data/identity_009713/sample_0005.jpg	test_data/identity_009713/sample_0012.jpg
1168824	1168837	0.136150	23376	23376	test_data/identity_023376/sample_0024.jpg	test_data/identity_023376/sample_0037.jpg
661417	661446	0.136151	13228	13228	test_data/identity_013228/sample_0017.jpg	test_data/identity_013228/sample_0046.jpg
365900	365921	0.136151	7318	7318	test_data/identity_007318/sample_0000.jpg	test_data/identity_007318/sample_0021.jpg
1842384	1842399	0.136151	36847	36847	test_data/identity_036847/sample_0034.jpg	test_data/identity_036847/sample_0049.jpg
1110980	1110981	0.136151	22219	22219	test_data/identity_022219/sample_0030.jpg	test_data/identity_022219/sample_0031.jpg
1914261	1914266	0.136152	38285	38285	test_data/identity_038285/sample_0011.jpg	test_data/identity_038285/sample_0016.jpg
1427907	1427921	0.136152	28558	28558	test_data/identity_028558/sample_0007.jpg	test_data/identity_028558/sample_0021.jpg
154762	154792	0.136153	3095	3095	test_data/identity_003095/sample_0012.jpg	test_data/identity_003095/sample_0042.jpg
1435286	1435291	0.136153	28705	28705	test_data/identity_028705/sample_0036.jpg	test_data/identity_028705/sample_0041.jpg
254450	254488	0.136153	5089	5089	test_data/identity_005089/sample_0000.jpg	test_data/identity_005089/sample_0038.jpg
260780	260793	0.136154	5215	5215	test_data/identity_005215/sample_0030.jpg	test_data/identity_005215/sample_0043.jpg
232151	232183	0.136154	4643	4643	test_data/identity_004643/sample_0001.jpg	test_data/identity_004643/sample_0033.jpg
1472460	1472465	0.136154	29449	29449	test_data/identity_029449/sample_0010.jpg	test_data/identity_029449/sample_0015.jpg
992716	992734	0.136154	19854	19854	test_data/identity_019854/sample_0016.jpg	test_data/identity_019854/sample_0034.jpg
694360	694399	0.136154	13887	13887	test_data/identity_013887/sample_0010.jpg	test_data/identity_013887/sample_0049.jpg
802555	802592	0.136154	16051	16051	test_data/identity_016051/sample_0005.jpg	test_data/identity_016051/sample_0042.jpg
1697387	1697393	0.136154	33947	33947	test_data/identity_033947/sample_0037.jpg	test_data/identity_033947/sample_0043.jpg
750926	750936	0.136155	15018	15018	test_data/identity_015018/sample_0026.jpg	test_data/identity_015018/sample_0036.jpg
1315001	1315009	0.136155	26300	26300	test_data/identity_026300/sample_0001.jpg	test_data/identity_026300/sample_0009.jpg
1038251	1038281	0.136156	20765	20765	test_data/identity_020765/sample_0001.jpg	test_data/identity_020765/sample_0031.jpg
1890225	1890246	0.136156	37804	37804	test_data/identity_037804/sample_0025.jpg	test_data/identity_037804/sample_0046.jpg
1860107	1860122	0.136156	37202	37202	test_data/identity_037202/sample_0007.jpg	test_data/identity_037202/sample_0022.jpg
1614207	1614228	0.136157	32284	32284	test_data/identity_032284/sample_0007.jpg	test_data/identity_032284/sample_0028.jpg
1259706	1259738	0.136157	25194	25194	test_data/identity_025194/sample_0006.jpg	test_data/identity_025194/sample_0038.jpg
1763156	1763197	0.136157	35263	35263	test_data/identity_035263/sample_0006.jpg	test_data/identity_035263/sample_0047.jpg
1096710	1096742	0.136158	21934	21934	test_data/identity_021934/sample_0010.jpg	test_data/identity_021934/sample_0042.jpg
1613357	1613369	0.136158	32267	32267	test_data/identity_032267/sample_0007.jpg	test_data/identity_032267/sample_0019.jpg
1888137	1888140	0.136158	37762	37762	test_data/identity_037762/sample_0037.jpg	test_data/identity_037762/sample_0040.jpg
962007	962024	0.136158	19240	19240	test_data/identity_019240/sample_0007.jpg	test_data/identity_019240/sample_0024.jpg
1494504	1494543	0.136159	29890	29890	test_data/identity_029890/sample_0004.jpg	test_data/identity_029890/sample_0043.jpg
1941862	1941886	0.136159	38837	38837	test_data/identity_038837/sample_0012.jpg	test_data/identity_038837/sample_0036.jpg
429356	429368	0.136159	8587	8587	test_data/identity_008587/sample_0006.jpg	test_data/identity_008587/sample_0018.jpg
1325365	1325382	0.136159	26507	26507	test_data/identity_026507/sample_0015.jpg	test_data/identity_026507/sample_0032.jpg
1140105	1140116	0.136160	22802	22802	test_data/identity_022802/sample_0005.jpg	test_data/identity_022802/sample_0016.jpg
1302179	1302194	0.136160	26043	26043	test_data/identity_026043/sample_0029.jpg	test_data/identity_026043/sample_0044.jpg
451679	451696	0.136160	9033	9033	test_data/identity_009033/sample_0029.jpg	test_data/identity_009033/sample_0046.jpg
845051	845077	0.136160	16901	16901	test_data/identity_016901/sample_0001.jpg	test_data/identity_016901/sample_0027.jpg
1103216	1103222	0.136160	22064	22064	test_data/identity_022064/sample_0016.jpg	test_data/identity_022064/sample_0022.jpg
1297713	1297739	0.136160	25954	25954	test_data/identity_025954/sample_0013.jpg	test_data/identity_025954/sample_0039.jpg
980374	980392	0.136161	19607	19607	test_data/identity_019607/sample_0024.jpg	test_data/identity_019607/sample_0042.jpg
1016719	1016749	0.136161	20334	20334	test_data/identity_020334/sample_0019.jpg	test_data/identity_020334/sample_0049.jpg
1592801	1592817	0.136161	31856	31856	test_data/identity_031856/sample_0001.jpg	test_data/identity_031856/sample_0017.jpg
1420101	1420116	0.136161	28402	28402	test_data/identity_028402/sample_0001.jpg	test_data/identity_028402/sample_0016.jpg
1635351	1635365	0.136162	32707	32707	test_data/identity_032707/sample_0001.jpg	test_data/identity_032707/sample_0015.jpg
1844567	1844571	0.136162	36891	36891	test_data/identity_036891/sample_0017.jpg	test_data/identity_036891/sample_0021.jpg
1286640	1286644	0.136162	25732	25732	test_data/identity_025732/sample_0040.jpg	test_data/identity_025732/sample_0044.jpg
1181810	1181835	0.136162	23636	23636	test_data/identity_023636/sample_0010.jpg	test_data/identity_023636/sample_0035.jpg
584061	584066	0.136162	11681	11681	test_data/identity_011681/sample_0011.jpg	test_data/identity_011681/sample_0016.jpg
656482	656492	0.136162	13129	13129	test_data/identity_013129/sample_0032.jpg	test_data/identity_013129/sample_0042.jpg
11205	11218	0.136162	224	224	test_data/identity_000224/sample_0005.jpg	test_data/identity_000224/sample_0018.jpg
1983051	1983081	0.136163	39661	39661	test_data/identity_039661/sample_0001.jpg	test_data/identity_039661/sample_0031.jpg
1654427	1654447	0.136163	33088	33088	test_data/identity_033088/sample_0027.jpg	test_data/identity_033088/sample_0047.jpg
1393228	1393245	0.136163	27864	27864	test_data/identity_027864/sample_0028.jpg	test_data/identity_027864/sample_0045.jpg
1398707	1398733	0.136163	27974	27974	test_data/identity_027974/sample_0007.jpg	test_data/identity_027974/sample_0033.jpg
1741185	1741187	0.136163	34823	34823	test_data/identity_034823/sample_0035.jpg	test_data/identity_034823/sample_0037.jpg
679361	679364	0.136163	13587	13587	test_data/identity_013587/sample_0011.jpg	test_data/identity_013587/sample_0014.jpg
1696102	1696107	0.136163	33922	33922	test_data/identity_033922/sample_0002.jpg	test_data/identity_033922/sample_0007.jpg
95180	95181	0.136163	1903	1903	test_data/identity_001903/sample_0030.jpg	test_data/identity_001903/sample_0031.jpg
81873	81884	0.136164	1637	1637	test_data/identity_001637/sample_0023.jpg	test_data/identity_001637/sample_0034.jpg
497125	497138	0.136164	9942	9942	test_data/identity_009942/sample_0025.jpg	test_data/identity_009942/sample_0038.jpg
1910067	1910084	0.136164	38201	38201	test_data/identity_038201/sample_0017.jpg	test_data/identity_038201/sample_0034.jpg
1116167	1116190	0.136164	22323	22323	test_data/identity_022323/sample_0017.jpg	test_data/identity_022323/sample_0040.jpg
1344567	1344575	0.136165	26891	26891	test_data/identity_026891/sample_0017.jpg	test_data/identity_026891/sample_0025.jpg
328702	328710	0.136165	6574	6574	test_data/identity_006574/sample_0002.jpg	test_data/identity_006574/sample_0010.jpg
1730941	1730946	0.136165	34618	34618	test_data/identity_034618/sample_0041.jpg	test_data/identity_034618/sample_0046.jpg
381265	381284	0.136165	7625	7625	test_data/identity_007625/sample_0015.jpg	test_data/identity_007625/sample_0034.jpg
199863	199875	0.136165	3997	3997	test_data/identity_003997/sample_0013.jpg	test_data/identity_003997/sample_0025.jpg
1012345	1012346	0.136166	20246	20246	test_data/identity_020246/sample_0045.jpg	test_data/identity_020246/sample_0046.jpg
1393886	1393894	0.136166	27877	27877	test_data/identity_027877/sample_0036.jpg	test_data/identity_027877/sample_0044.jpg
1628651	1628672	0.136166	32573	32573	test_data/identity_032573/sample_0001.jpg	test_data/identity_032573/sample_0022.jpg
1181578	1181589	0.136166	23631	23631	test_data/identity_023631/sample_0028.jpg	test_data/identity_023631/sample_0039.jpg
1957208	1957220	0.136166	39144	39144	test_data/identity_039144/sample_0008.jpg	test_data/identity_039144/sample_0020.jpg
864590	864591	0.136167	17291	17291	test_data/identity_017291/sample_0040.jpg	test_data/identity_017291/sample_0041.jpg
1182112	1182139	0.136167	23642	23642	test_data/identity_023642/sample_0012.jpg	test_data/identity_023642/sample_0039.jpg
1439817	1439823	0.136167	28796	28796	test_data/identity_028796/sample_0017.jpg	test_data/identity_028796/sample_0023.jpg
1873121	1873124	0.136168	37462	37462	test_data/identity_037462/sample_0021.jpg	test_data/identity_037462/sample_0024.jpg
620413	620445	0.136168	12408	12408	test_data/identity_012408/sample_0013.jpg	test_data/identity_012408/sample_0045.jpg
1672705	1672713	0.136168	33454	33454	test_data/identity_033454/sample_0005.jpg	test_data/identity_033454/sample_0013.jpg
810123	810149	0.136168	16202	16202	test_data/identity_016202/sample_0023.jpg	test_data/identity_016202/sample_0049.jpg
1818371	1818394	0.136169	36367	36367	test_data/identity_036367/sample_0021.jpg	test_data/identity_036367/sample_0044.jpg
701909	701945	0.136169	14038	14038	test_data/identity_014038/sample_0009.jpg	test_data/identity_014038/sample_0045.jpg
108239	108243	0.136169	2164	2164	test_data/identity_002164/sample_0039.jpg	test_data/identity_002164/sample_0043.jpg
664216	664241	0.136169	13284	13284	test_data/identity_013284/sample_0016.jpg	test_data/identity_013284/sample_0041.jpg
542259	542266	0.136170	10845	10845	test_data/identity_010845/sample_0009.jpg	test_data/identity_010845/sample_0016.jpg
1998074	1998083	0.136170	39961	39961	test_data/identity_039961/sample_0024.jpg	test_data/identity_039961/sample_0033.jpg
1723302	1723335	0.136170	34466	34466	test_data/identity_034466/sample_0002.jpg	test_data/identity_034466/sample_0035.jpg
1510568	1510572	0.136170	30211	30211	test_data/identity_030211/sample_0018.jpg	test_data/identity_030211/sample_0022.jpg
1450926	1450928	0.136171	29018	29018	test_data/identity_029018/sample_0026.jpg	test_data/identity_029018/sample_0028.jpg
848834	848841	0.136172	16976	16976	test_data/identity_016976/sample_0034.jpg	test_data/identity_016976/sample_0041.jpg
1691725	1691730	0.136172	33834	33834	test_data/identity_033834/sample_0025.jpg	test_data/identity_033834/sample_0030.jpg
304968	304990	0.136172	6099	6099	test_data/identity_006099/sample_0018.jpg	test_data/identity_006099/sample_0040.jpg
771554	771573	0.136173	15431	15431	test_data/identity_015431/sample_0004.jpg	test_data/identity_015431/sample_0023.jpg
383803	383813	0.136173	7676	7676	test_data/identity_007676/sample_0003.jpg	test_data/identity_007676/sample_0013.jpg
871850	871890	0.136174	17437	17437	test_data/identity_017437/sample_0000.jpg	test_data/identity_017437/sample_0040.jpg
1221552	1221589	0.136174	24431	24431	test_data/identity_024431/sample_0002.jpg	test_data/identity_024431/sample_0039.jpg
1315711	1315730	0.136174	26314	26314	test_data/identity_026314/sample_0011.jpg	test_data/identity_026314/sample_0030.jpg
411036	411048	0.136174	8220	8220	test_data/identity_008220/sample_0036.jpg	test_data/identity_008220/sample_0048.jpg
1183711	1183741	0.136175	23674	23674	test_data/identity_023674/sample_0011.jpg	test_data/identity_023674/sample_0041.jpg
695803	695832	0.136175	13916	13916	test_data/identity_013916/sample_0003.jpg	test_data/identity_013916/sample_0032.jpg
650722	650746	0.136175	13014	13014	test_data/identity_013014/sample_0022.jpg	test_data/identity_013014/sample_0046.jpg
1371123	1371138	0.136177	27422	27422	test_data/identity_027422/sample_0023.jpg	test_data/identity_027422/sample_0038.jpg
1036403	1036439	0.136177	20728	20728	test_data/identity_020728/sample_0003.jpg	test_data/identity_020728/sample_0039.jpg
1662605	1662626	0.136178	33252	33252	test_data/identity_033252/sample_0005.jpg	test_data/identity_033252/sample_0026.jpg
1876618	1876649	0.136178	37532	37532	test_data/identity_037532/sample_0018.jpg	test_data/identity_037532/sample_0049.jpg
185022	185034	0.136178	3700	3700	test_data/identity_003700/sample_0022.jpg	test_data/identity_003700/sample_0034.jpg
337350	337387	0.136180	6747	6747	test_data/identity_006747/sample_0000.jpg	test_data/identity_006747/sample_0037.jpg
470109	470137	0.136180	9402	9402	test_data/identity_009402/sample_0009.jpg	test_data/identity_009402/sample_0037.jpg
604860	604866	0.136180	12097	12097	test_data/identity_012097/sample_0010.jpg	test_data/identity_012097/sample_0016.jpg
1046183	1046199	0.136180	20923	20923	test_data/identity_020923/sample_0033.jpg	test_data/identity_020923/sample_0049.jpg
903504	903523	0.136180	18070	18070	test_data/identity_018070/sample_0004.jpg	test_data/identity_018070/sample_0023.jpg
1477473	1477477	0.136180	29549	29549	test_data/identity_029549/sample_0023.jpg	test_data/identity_029549/sample_0027.jpg
1505006	1505010	0.136181	30100	30100	test_data/identity_030100/sample_0006.jpg	test_data/identity_030100/sample_0010.jpg
1962563	1962592	0.136181	39251	39251	test_data/identity_039251/sample_0013.jpg	test_data/identity_039251/sample_0042.jpg
509075	509096	0.136181	10181	10181	test_data/identity_010181/sample_0025.jpg	test_data/identity_010181/sample_0046.jpg
1470578	1470588	0.136182	29411	29411	test_data/identity_029411/sample_0028.jpg	test_data/identity_029411/sample_0038.jpg
1741402	1741416	0.136182	34828	34828	test_data/identity_034828/sample_0002.jpg	test_data/identity_034828/sample_0016.jpg
312159	312199	0.136182	6243	6243	test_data/identity_006243/sample_0009.jpg	test_data/identity_006243/sample_0049.jpg
1496555	1496596	0.136182	29931	29931	test_data/identity_029931/sample_0005.jpg	test_data/identity_029931/sample_0046.jpg
209554	209570	0.136182	4191	4191	test_data/identity_004191/sample_0004.jpg	test_data/identity_004191/sample_0020.jpg
1602952	1602992	0.136182	32059	32059	test_data/identity_032059/sample_0002.jpg	test_data/identity_032059/sample_0042.jpg
1358659	1358664	0.136182	27173	27173	test_data/identity_027173/sample_0009.jpg	test_data/identity_027173/sample_0014.jpg
1815967	1815970	0.136183	36319	36319	test_data/identity_036319/sample_0017.jpg	test_data/identity_036319/sample_0020.jpg
493564	493599	0.136183	9871	9871	test_data/identity_009871/sample_0014.jpg	test_data/identity_009871/sample_0049.jpg
1110317	1110330	0.136183	22206	22206	test_data/identity_022206/sample_0017.jpg	test_data/identity_022206/sample_0030.jpg
129713	129746	0.136183	2594	2594	test_data/identity_002594/sample_0013.jpg	test_data/identity_002594/sample_0046.jpg
1903012	1903048	0.136183	38060	38060	test_data/identity_038060/sample_0012.jpg	test_data/identity_038060/sample_0048.jpg
433010	433048	0.136183	8660	8660	test_data/identity_008660/sample_0010.jpg	test_data/identity_008660/sample_0048.jpg
676076	676090	0.136184	13521	13521	test_data/identity_013521/sample_0026.jpg	test_data/identity_013521/sample_0040.jpg
384787	384797	0.136184	7695	7695	test_data/identity_007695/sample_0037.jpg	test_data/identity_007695/sample_0047.jpg
204663	204699	0.136184	4093	4093	test_data/identity_004093/sample_0013.jpg	test_data/identity_004093/sample_0049.jpg
413818	413848	0.136185	8276	8276	test_data/identity_008276/sample_0018.jpg	test_data/identity_008276/sample_0048.jpg
1322917	1322948	0.136186	26458	26458	test_data/identity_026458/sample_0017.jpg	test_data/identity_026458/sample_0048.jpg
924876	924882	0.136186	18497	18497	test_data/identity_018497/sample_0026.jpg	test_data/identity_018497/sample_0032.jpg
991837	991843	0.136186	19836	19836	test_data/identity_019836/sample_0037.jpg	test_data/identity_019836/sample_0043.jpg
124758	124789	0.136186	2495	2495	test_data/identity_002495/sample_0008.jpg	test_data/identity_002495/sample_0039.jpg
1957189	1957198	0.136186	39143	39143	test_data/identity_039143/sample_0039.jpg	test_data/identity_039143/sample_0048.jpg
1484976	1484986	0.136187	29699	29699	test_data/identity_029699/sample_0026.jpg	test_data/identity_029699/sample_0036.jpg
1142013	1142028	0.136188	22840	22840	test_data/identity_022840/sample_0013.jpg	test_data/identity_022840/sample_0028.jpg
373327	373334	0.136188	7466	7466	test_data/identity_007466/sample_0027.jpg	test_data/identity_007466/sample_0034.jpg
244152	244192	0.136189	4883	4883	test_data/identity_004883/sample_0002.jpg	test_data/identity_004883/sample_0042.jpg
744828	744830	0.136189	14896	14896	test_data/identity_014896/sample_0028.jpg	test_data/identity_014896/sample_0030.jpg
523708	523739	0.136189	10474	10474	test_data/identity_010474/sample_0008.jpg	test_data/identity_010474/sample_0039.jpg
321673	321678	0.136189	6433	6433	test_data/identity_006433/sample_0023.jpg	test_data/identity_006433/sample_0028.jpg
739150	739181	0.136189	14783	14783	test_data/identity_014783/sample_0000.jpg	test_data/identity_014783/sample_0031.jpg
474419	474444	0.136190	9488	9488	test_data/identity_009488/sample_0019.jpg	test_data/identity_009488/sample_0044.jpg
71969	71990	0.136190	1439	1439	test_data/identity_001439/sample_0019.jpg	test_data/identity_001439/sample_0040.jpg
1283830	1283834	0.136190	25676	25676	test_data/identity_025676/sample_0030.jpg	test_data/identity_025676/sample_0034.jpg
1480764	1480773	0.136191	29615	29615	test_data/identity_029615/sample_0014.jpg	test_data/identity_029615/sample_0023.jpg
423067	423077	0.136191	8461	8461	test_data/identity_008461/sample_0017.jpg	test_data/identity_008461/sample_0027.jpg
903716	903734	0.136191	18074	18074	test_data/identity_018074/sample_0016.jpg	test_data/identity_018074/sample_0034.jpg
1322750	1322766	0.136191	26455	26455	test_data/identity_026455/sample_0000.jpg	test_data/identity_026455/sample_0016.jpg
851794	851797	0.136191	17035	17035	test_data/identity_017035/sample_0044.jpg	test_data/identity_017035/sample_0047.jpg
1059514	1059545	0.136191	21190	21190	test_data/identity_021190/sample_0014.jpg	test_data/identity_021190/sample_0045.jpg
1696923	1696942	0.136191	33938	33938	test_data/identity_033938/sample_0023.jpg	test_data/identity_033938/sample_0042.jpg
1181559	1181587	0.136191	23631	23631	test_data/identity_023631/sample_0009.jpg	test_data/identity_023631/sample_0037.jpg
581000	581016	0.136192	11620	11620	test_data/identity_011620/sample_0000.jpg	test_data/identity_011620/sample_0016.jpg
1695105	1695146	0.136192	33902	33902	test_data/identity_033902/sample_0005.jpg	test_data/identity_033902/sample_0046.jpg
473818	473829	0.136193	9476	9476	test_data/identity_009476/sample_0018.jpg	test_data/identity_009476/sample_0029.jpg
1606442	1606449	0.136193	32128	32128	test_data/identity_032128/sample_0042.jpg	test_data/identity_032128/sample_0049.jpg
1366865	1366868	0.136193	27337	27337	test_data/identity_027337/sample_0015.jpg	test_data/identity_027337/sample_0018.jpg
1236318	1236336	0.136195	24726	24726	test_data/identity_024726/sample_0018.jpg	test_data/identity_024726/sample_0036.jpg
689758	689787	0.136195	13795	13795	test_data/identity_013795/sample_0008.jpg	test_data/identity_013795/sample_0037.jpg
1227671	1227695	0.136195	24553	24553	test_data/identity_024553/sample_0021.jpg	test_data/identity_024553/sample_0045.jpg
1271534	1271544	0.136195	25430	25430	test_data/identity_025430/sample_0034.jpg	test_data/identity_025430/sample_0044.jpg
507815	507833	0.136195	10156	10156	test_data/identity_010156/sample_0015.jpg	test_data/identity_010156/sample_0033.jpg
643359	643370	0.136195	12867	12867	test_data/identity_012867/sample_0009.jpg	test_data/identity_012867/sample_0020.jpg
21625	21630	0.136196	432	432	test_data/identity_000432/sample_0025.jpg	test_data/identity_000432/sample_0030.jpg
1629965	1629988	0.136196	32599	32599	test_data/identity_032599/sample_0015.jpg	test_data/identity_032599/sample_0038.jpg
1050873	1050897	0.136196	21017	21017	test_data/identity_021017/sample_0023.jpg	test_data/identity_021017/sample_0047.jpg
126110	126132	0.136196	2522	2522	test_data/identity_002522/sample_0010.jpg	test_data/identity_002522/sample_0032.jpg
1133150	1133156	0.136196	22663	22663	test_data/identity_022663/sample_0000.jpg	test_data/identity_022663/sample_0006.jpg
808250	808298	0.136197	16165	16165	test_data/identity_016165/sample_0000.jpg	test_data/identity_016165/sample_0048.jpg
1367580	1367581	0.136197	27351	27351	test_data/identity_027351/sample_0030.jpg	test_data/identity_027351/sample_0031.jpg
