# kind=neg_above_FP  count=9413
i	j	sim	id_i	id_j	path_i	path_j
607	457384	0.251402	12	9147	test_data/identity_000012/sample_0007.jpg	test_data/identity_009147/sample_0034.jpg
4433	461174	0.260623	88	9223	test_data/identity_000088/sample_0033.jpg	test_data/identity_009223/sample_0024.jpg
3896	473682	0.284900	77	9473	test_data/identity_000077/sample_0046.jpg	test_data/identity_009473/sample_0032.jpg
3465	480871	0.250333	69	9617	test_data/identity_000069/sample_0015.jpg	test_data/identity_009617/sample_0021.jpg
5985	490278	0.251976	119	9805	test_data/identity_000119/sample_0035.jpg	test_data/identity_009805/sample_0028.jpg
5670	509358	0.251286	113	10187	test_data/identity_000113/sample_0020.jpg	test_data/identity_010187/sample_0008.jpg
1439	563789	0.252249	28	11275	test_data/identity_000028/sample_0039.jpg	test_data/identity_011275/sample_0039.jpg
3445	561693	0.255065	68	11233	test_data/identity_000068/sample_0045.jpg	test_data/identity_011233/sample_0043.jpg
7584	644938	0.253454	151	12898	test_data/identity_000151/sample_0034.jpg	test_data/identity_012898/sample_0038.jpg
5550	655011	0.256508	111	13100	test_data/identity_000111/sample_0000.jpg	test_data/identity_013100/sample_0011.jpg
4379	660994	0.263160	87	13219	test_data/identity_000087/sample_0029.jpg	test_data/identity_013219/sample_0044.jpg
3975	666003	0.252322	79	13320	test_data/identity_000079/sample_0025.jpg	test_data/identity_013320/sample_0003.jpg
1434	716509	0.253183	28	14330	test_data/identity_000028/sample_0034.jpg	test_data/identity_014330/sample_0009.jpg
5530	724516	0.274146	110	14490	test_data/identity_000110/sample_0030.jpg	test_data/identity_014490/sample_0016.jpg
6595	781710	0.250238	131	15634	test_data/identity_000131/sample_0045.jpg	test_data/identity_015634/sample_0010.jpg
233	814503	0.272871	4	16290	test_data/identity_000004/sample_0033.jpg	test_data/identity_016290/sample_0003.jpg
1324	816103	0.251852	26	16322	test_data/identity_000026/sample_0024.jpg	test_data/identity_016322/sample_0003.jpg
7501	927815	0.258645	150	18556	test_data/identity_000150/sample_0001.jpg	test_data/identity_018556/sample_0015.jpg
765	1036663	0.261198	15	20733	test_data/identity_000015/sample_0015.jpg	test_data/identity_020733/sample_0013.jpg
3443	1034464	0.253426	68	20689	test_data/identity_000068/sample_0043.jpg	test_data/identity_020689/sample_0014.jpg
3074	1046251	0.253171	61	20925	test_data/identity_000061/sample_0024.jpg	test_data/identity_020925/sample_0001.jpg
7486	1057034	0.253197	149	21140	test_data/identity_000149/sample_0036.jpg	test_data/identity_021140/sample_0034.jpg
4372	1092458	0.251472	87	21849	test_data/identity_000087/sample_0022.jpg	test_data/identity_021849/sample_0008.jpg
3880	1108469	0.250131	77	22169	test_data/identity_000077/sample_0030.jpg	test_data/identity_022169/sample_0019.jpg
6081	1121285	0.257931	121	22425	test_data/identity_000121/sample_0031.jpg	test_data/identity_022425/sample_0035.jpg
8140	1153397	0.257910	162	23067	test_data/identity_000162/sample_0040.jpg	test_data/identity_023067/sample_0047.jpg
1667	1179210	0.250916	33	23584	test_data/identity_000033/sample_0017.jpg	test_data/identity_023584/sample_0010.jpg
3509	1242678	0.270937	70	24853	test_data/identity_000070/sample_0009.jpg	test_data/identity_024853/sample_0028.jpg
616	1251741	0.251000	12	25034	test_data/identity_000012/sample_0016.jpg	test_data/identity_025034/sample_0041.jpg
1544	1247846	0.268008	30	24956	test_data/identity_000030/sample_0044.jpg	test_data/identity_024956/sample_0046.jpg
5352	1296025	0.251021	107	25920	test_data/identity_000107/sample_0002.jpg	test_data/identity_025920/sample_0025.jpg
5852	1305786	0.256235	117	26115	test_data/identity_000117/sample_0002.jpg	test_data/identity_026115/sample_0036.jpg
2584	1337486	0.260104	51	26749	test_data/identity_000051/sample_0034.jpg	test_data/identity_026749/sample_0036.jpg
3131	1339782	0.253991	62	26795	test_data/identity_000062/sample_0031.jpg	test_data/identity_026795/sample_0032.jpg
7065	1342634	0.254810	141	26852	test_data/identity_000141/sample_0015.jpg	test_data/identity_026852/sample_0034.jpg
2828	1392458	0.252855	56	27849	test_data/identity_000056/sample_0028.jpg	test_data/identity_027849/sample_0008.jpg
7095	1389896	0.263999	141	27797	test_data/identity_000141/sample_0045.jpg	test_data/identity_027797/sample_0046.jpg
1997	1431589	0.250711	39	28631	test_data/identity_000039/sample_0047.jpg	test_data/identity_028631/sample_0039.jpg
4175	1501546	0.254930	83	30030	test_data/identity_000083/sample_0025.jpg	test_data/identity_030030/sample_0046.jpg
7124	1500676	0.270004	142	30013	test_data/identity_000142/sample_0024.jpg	test_data/identity_030013/sample_0026.jpg
1920	1513317	0.251995	38	30266	test_data/identity_000038/sample_0020.jpg	test_data/identity_030266/sample_0017.jpg
7664	1530950	0.256985	153	30619	test_data/identity_000153/sample_0014.jpg	test_data/identity_030619/sample_0000.jpg
509	1594838	0.253567	10	31896	test_data/identity_000010/sample_0009.jpg	test_data/identity_031896/sample_0038.jpg
3514	1640167	0.250842	70	32803	test_data/identity_000070/sample_0014.jpg	test_data/identity_032803/sample_0017.jpg
488	1686686	0.253632	9	33733	test_data/identity_000009/sample_0038.jpg	test_data/identity_033733/sample_0036.jpg
3009	1720137	0.257092	60	34402	test_data/identity_000060/sample_0009.jpg	test_data/identity_034402/sample_0037.jpg
738	1749411	0.252942	14	34988	test_data/identity_000014/sample_0038.jpg	test_data/identity_034988/sample_0011.jpg
5902	1782494	0.260889	118	35649	test_data/identity_000118/sample_0002.jpg	test_data/identity_035649/sample_0044.jpg
2930	1858507	0.254550	58	37170	test_data/identity_000058/sample_0030.jpg	test_data/identity_037170/sample_0007.jpg
732	1904928	0.277761	14	38098	test_data/identity_000014/sample_0032.jpg	test_data/identity_038098/sample_0028.jpg
6322	1925972	0.252277	126	38519	test_data/identity_000126/sample_0022.jpg	test_data/identity_038519/sample_0022.jpg
470	1940226	0.250334	9	38804	test_data/identity_000009/sample_0020.jpg	test_data/identity_038804/sample_0026.jpg
10243	16369	0.261035	204	327	test_data/identity_000204/sample_0043.jpg	test_data/identity_000327/sample_0019.jpg
9154	33504	0.253974	183	670	test_data/identity_000183/sample_0004.jpg	test_data/identity_000670/sample_0004.jpg
10447	52048	0.253831	208	1040	test_data/identity_000208/sample_0047.jpg	test_data/identity_001040/sample_0048.jpg
14519	55881	0.251536	290	1117	test_data/identity_000290/sample_0019.jpg	test_data/identity_001117/sample_0031.jpg
9982	62650	0.253412	199	1253	test_data/identity_000199/sample_0032.jpg	test_data/identity_001253/sample_0000.jpg
10886	79916	0.253694	217	1598	test_data/identity_000217/sample_0036.jpg	test_data/identity_001598/sample_0016.jpg
15485	111792	0.251377	309	2235	test_data/identity_000309/sample_0035.jpg	test_data/identity_002235/sample_0042.jpg
13971	140849	0.255523	279	2816	test_data/identity_000279/sample_0021.jpg	test_data/identity_002816/sample_0049.jpg
15797	162983	0.250547	315	3259	test_data/identity_000315/sample_0047.jpg	test_data/identity_003259/sample_0033.jpg
8509	168752	0.250465	170	3375	test_data/identity_000170/sample_0009.jpg	test_data/identity_003375/sample_0002.jpg
16209	188504	0.254353	324	3770	test_data/identity_000324/sample_0009.jpg	test_data/identity_003770/sample_0004.jpg
8978	226887	0.253942	179	4537	test_data/identity_000179/sample_0028.jpg	test_data/identity_004537/sample_0037.jpg
11553	234000	0.251351	231	4680	test_data/identity_000231/sample_0003.jpg	test_data/identity_004680/sample_0000.jpg
8747	242928	0.258217	174	4858	test_data/identity_000174/sample_0047.jpg	test_data/identity_004858/sample_0028.jpg
13547	258506	0.250108	270	5170	test_data/identity_000270/sample_0047.jpg	test_data/identity_005170/sample_0006.jpg
8197	264491	0.251337	163	5289	test_data/identity_000163/sample_0047.jpg	test_data/identity_005289/sample_0041.jpg
8309	268925	0.265648	166	5378	test_data/identity_000166/sample_0009.jpg	test_data/identity_005378/sample_0025.jpg
13836	313782	0.256475	276	6275	test_data/identity_000276/sample_0036.jpg	test_data/identity_006275/sample_0032.jpg
15075	343191	0.252945	301	6863	test_data/identity_000301/sample_0025.jpg	test_data/identity_006863/sample_0041.jpg
12229	392631	0.252290	244	7852	test_data/identity_000244/sample_0029.jpg	test_data/identity_007852/sample_0031.jpg
13264	397155	0.251760	265	7943	test_data/identity_000265/sample_0014.jpg	test_data/identity_007943/sample_0005.jpg
13810	424488	0.271974	276	8489	test_data/identity_000276/sample_0010.jpg	test_data/identity_008489/sample_0038.jpg
8276	449797	0.250572	165	8995	test_data/identity_000165/sample_0026.jpg	test_data/identity_008995/sample_0047.jpg
16091	445327	0.260412	321	8906	test_data/identity_000321/sample_0041.jpg	test_data/identity_008906/sample_0027.jpg
15334	487495	0.263726	306	9749	test_data/identity_000306/sample_0034.jpg	test_data/identity_009749/sample_0045.jpg
9736	513699	0.253242	194	10273	test_data/identity_000194/sample_0036.jpg	test_data/identity_010273/sample_0049.jpg
10241	523878	0.259162	204	10477	test_data/identity_000204/sample_0041.jpg	test_data/identity_010477/sample_0028.jpg
14787	560700	0.250614	295	11214	test_data/identity_000295/sample_0037.jpg	test_data/identity_011214/sample_0000.jpg
15813	580314	0.263837	316	11606	test_data/identity_000316/sample_0013.jpg	test_data/identity_011606/sample_0014.jpg
8645	600053	0.257207	172	12001	test_data/identity_000172/sample_0045.jpg	test_data/identity_012001/sample_0003.jpg
13817	620465	0.261616	276	12409	test_data/identity_000276/sample_0017.jpg	test_data/identity_012409/sample_0015.jpg
14071	646545	0.250569	281	12930	test_data/identity_000281/sample_0021.jpg	test_data/identity_012930/sample_0045.jpg
9900	652459	0.250849	198	13049	test_data/identity_000198/sample_0000.jpg	test_data/identity_013049/sample_0009.jpg
12740	660390	0.253214	254	13207	test_data/identity_000254/sample_0040.jpg	test_data/identity_013207/sample_0040.jpg
14879	741038	0.259835	297	14820	test_data/identity_000297/sample_0029.jpg	test_data/identity_014820/sample_0038.jpg
15514	752932	0.253318	310	15058	test_data/identity_000310/sample_0014.jpg	test_data/identity_015058/sample_0032.jpg
14424	784671	0.260481	288	15693	test_data/identity_000288/sample_0024.jpg	test_data/identity_015693/sample_0021.jpg
14375	793175	0.250164	287	15863	test_data/identity_000287/sample_0025.jpg	test_data/identity_015863/sample_0025.jpg
12161	850009	0.259603	243	17000	test_data/identity_000243/sample_0011.jpg	test_data/identity_017000/sample_0009.jpg
8230	874936	0.259493	164	17498	test_data/identity_000164/sample_0030.jpg	test_data/identity_017498/sample_0036.jpg
9483	887043	0.251555	189	17740	test_data/identity_000189/sample_0033.jpg	test_data/identity_017740/sample_0043.jpg
15859	895719	0.251371	317	17914	test_data/identity_000317/sample_0009.jpg	test_data/identity_017914/sample_0019.jpg
16223	899763	0.252076	324	17995	test_data/identity_000324/sample_0023.jpg	test_data/identity_017995/sample_0013.jpg
8771	908461	0.264584	175	18169	test_data/identity_000175/sample_0021.jpg	test_data/identity_018169/sample_0011.jpg
12514	954043	0.253546	250	19080	test_data/identity_000250/sample_0014.jpg	test_data/identity_019080/sample_0043.jpg
9929	1041872	0.252963	198	20837	test_data/identity_000198/sample_0029.jpg	test_data/identity_020837/sample_0022.jpg
14745	1048859	0.259979	294	20977	test_data/identity_000294/sample_0045.jpg	test_data/identity_020977/sample_0009.jpg
9071	1069503	0.251517	181	21390	test_data/identity_000181/sample_0021.jpg	test_data/identity_021390/sample_0003.jpg
8776	1145894	0.250675	175	22917	test_data/identity_000175/sample_0026.jpg	test_data/identity_022917/sample_0044.jpg
13962	1141819	0.254054	279	22836	test_data/identity_000279/sample_0012.jpg	test_data/identity_022836/sample_0019.jpg
15549	1155858	0.262948	310	23117	test_data/identity_000310/sample_0049.jpg	test_data/identity_023117/sample_0008.jpg
14919	1195396	0.257578	298	23907	test_data/identity_000298/sample_0019.jpg	test_data/identity_023907/sample_0046.jpg
10562	1200687	0.257310	211	24013	test_data/identity_000211/sample_0012.jpg	test_data/identity_024013/sample_0037.jpg
13614	1251983	0.252744	272	25039	test_data/identity_000272/sample_0014.jpg	test_data/identity_025039/sample_0033.jpg
12558	1259448	0.260820	251	25188	test_data/identity_000251/sample_0008.jpg	test_data/identity_025188/sample_0048.jpg
14363	1255350	0.266440	287	25107	test_data/identity_000287/sample_0013.jpg	test_data/identity_025107/sample_0000.jpg
13047	1288003	0.267425	260	25760	test_data/identity_000260/sample_0047.jpg	test_data/identity_025760/sample_0003.jpg
12534	1321557	0.254729	250	26431	test_data/identity_000250/sample_0034.jpg	test_data/identity_026431/sample_0007.jpg
11366	1332577	0.260086	227	26651	test_data/identity_000227/sample_0016.jpg	test_data/identity_026651/sample_0027.jpg
11097	1361568	0.254328	221	27231	test_data/identity_000221/sample_0047.jpg	test_data/identity_027231/sample_0018.jpg
16287	1386032	0.268888	325	27720	test_data/identity_000325/sample_0037.jpg	test_data/identity_027720/sample_0032.jpg
10714	1445680	0.256318	214	28913	test_data/identity_000214/sample_0014.jpg	test_data/identity_028913/sample_0030.jpg
11591	1472933	0.252310	231	29458	test_data/identity_000231/sample_0041.jpg	test_data/identity_029458/sample_0033.jpg
13045	1473219	0.253867	260	29464	test_data/identity_000260/sample_0045.jpg	test_data/identity_029464/sample_0019.jpg
15886	1480918	0.250134	317	29618	test_data/identity_000317/sample_0036.jpg	test_data/identity_029618/sample_0018.jpg
9311	1558403	0.252297	186	31168	test_data/identity_000186/sample_0011.jpg	test_data/identity_031168/sample_0003.jpg
9429	1602524	0.252302	188	32050	test_data/identity_000188/sample_0029.jpg	test_data/identity_032050/sample_0024.jpg
8210	1647280	0.273573	164	32945	test_data/identity_000164/sample_0010.jpg	test_data/identity_032945/sample_0030.jpg
9242	1667803	0.250975	184	33356	test_data/identity_000184/sample_0042.jpg	test_data/identity_033356/sample_0003.jpg
14320	1676476	0.251640	286	33529	test_data/identity_000286/sample_0020.jpg	test_data/identity_033529/sample_0026.jpg
13641	1702898	0.259695	272	34057	test_data/identity_000272/sample_0041.jpg	test_data/identity_034057/sample_0048.jpg
14327	1703526	0.252007	286	34070	test_data/identity_000286/sample_0027.jpg	test_data/identity_034070/sample_0026.jpg
8828	1722076	0.254478	176	34441	test_data/identity_000176/sample_0028.jpg	test_data/identity_034441/sample_0026.jpg
10263	1720664	0.253222	205	34413	test_data/identity_000205/sample_0013.jpg	test_data/identity_034413/sample_0014.jpg
8714	1801546	0.252952	174	36030	test_data/identity_000174/sample_0014.jpg	test_data/identity_036030/sample_0046.jpg
11590	1816538	0.251844	231	36330	test_data/identity_000231/sample_0040.jpg	test_data/identity_036330/sample_0038.jpg
13248	1840580	0.283781	264	36811	test_data/identity_000264/sample_0048.jpg	test_data/identity_036811/sample_0030.jpg
8219	1871246	0.259687	164	37424	test_data/identity_000164/sample_0019.jpg	test_data/identity_037424/sample_0046.jpg
9476	1874627	0.259533	189	37492	test_data/identity_000189/sample_0026.jpg	test_data/identity_037492/sample_0027.jpg
12015	1872675	0.250146	240	37453	test_data/identity_000240/sample_0015.jpg	test_data/identity_037453/sample_0025.jpg
11243	1900225	0.258552	224	38004	test_data/identity_000224/sample_0043.jpg	test_data/identity_038004/sample_0025.jpg
9880	1905178	0.252154	197	38103	test_data/identity_000197/sample_0030.jpg	test_data/identity_038103/sample_0028.jpg
11056	1904133	0.266784	221	38082	test_data/identity_000221/sample_0006.jpg	test_data/identity_038082/sample_0033.jpg
10145	1923741	0.273380	202	38474	test_data/identity_000202/sample_0045.jpg	test_data/identity_038474/sample_0041.jpg
15872	1917621	0.250664	317	38352	test_data/identity_000317/sample_0022.jpg	test_data/identity_038352/sample_0021.jpg
10689	1993612	0.250621	213	39872	test_data/identity_000213/sample_0039.jpg	test_data/identity_039872/sample_0012.jpg
18416	40434	0.256545	368	808	test_data/identity_000368/sample_0016.jpg	test_data/identity_000808/sample_0034.jpg
17264	44333	0.265687	345	886	test_data/identity_000345/sample_0014.jpg	test_data/identity_000886/sample_0033.jpg
18190	46832	0.251834	363	936	test_data/identity_000363/sample_0040.jpg	test_data/identity_000936/sample_0032.jpg
19982	45746	0.263047	399	914	test_data/identity_000399/sample_0032.jpg	test_data/identity_000914/sample_0046.jpg
19218	72947	0.258019	384	1458	test_data/identity_000384/sample_0018.jpg	test_data/identity_001458/sample_0047.jpg
21567	93383	0.255950	431	1867	test_data/identity_000431/sample_0017.jpg	test_data/identity_001867/sample_0033.jpg
22977	119722	0.252447	459	2394	test_data/identity_000459/sample_0027.jpg	test_data/identity_002394/sample_0022.jpg
17767	160097	0.253229	355	3201	test_data/identity_000355/sample_0017.jpg	test_data/identity_003201/sample_0047.jpg
21091	193785	0.251149	421	3875	test_data/identity_000421/sample_0041.jpg	test_data/identity_003875/sample_0035.jpg
23964	241069	0.256777	479	4821	test_data/identity_000479/sample_0014.jpg	test_data/identity_004821/sample_0019.jpg
20025	278857	0.254748	400	5577	test_data/identity_000400/sample_0025.jpg	test_data/identity_005577/sample_0007.jpg
21083	283143	0.253259	421	5662	test_data/identity_000421/sample_0033.jpg	test_data/identity_005662/sample_0043.jpg
21460	280227	0.253914	429	5604	test_data/identity_000429/sample_0010.jpg	test_data/identity_005604/sample_0027.jpg
22251	287896	0.252650	445	5757	test_data/identity_000445/sample_0001.jpg	test_data/identity_005757/sample_0046.jpg
21897	332836	0.250494	437	6656	test_data/identity_000437/sample_0047.jpg	test_data/identity_006656/sample_0036.jpg
23375	337403	0.270233	467	6748	test_data/identity_000467/sample_0025.jpg	test_data/identity_006748/sample_0003.jpg
21202	368853	0.266060	424	7377	test_data/identity_000424/sample_0002.jpg	test_data/identity_007377/sample_0003.jpg
18509	421576	0.250950	370	8431	test_data/identity_000370/sample_0009.jpg	test_data/identity_008431/sample_0026.jpg
22958	447163	0.251593	459	8943	test_data/identity_000459/sample_0008.jpg	test_data/identity_008943/sample_0013.jpg
21088	455632	0.250399	421	9112	test_data/identity_000421/sample_0038.jpg	test_data/identity_009112/sample_0032.jpg
21637	547562	0.258534	432	10951	test_data/identity_000432/sample_0037.jpg	test_data/identity_010951/sample_0012.jpg
20191	559009	0.253335	403	11180	test_data/identity_000403/sample_0041.jpg	test_data/identity_011180/sample_0009.jpg
21992	569850	0.250533	439	11397	test_data/identity_000439/sample_0042.jpg	test_data/identity_011397/sample_0000.jpg
23349	591341	0.251736	466	11826	test_data/identity_000466/sample_0049.jpg	test_data/identity_011826/sample_0041.jpg
21523	621709	0.250130	430	12434	test_data/identity_000430/sample_0023.jpg	test_data/identity_012434/sample_0009.jpg
18571	623230	0.253080	371	12464	test_data/identity_000371/sample_0021.jpg	test_data/identity_012464/sample_0030.jpg
24125	648927	0.254020	482	12978	test_data/identity_000482/sample_0025.jpg	test_data/identity_012978/sample_0027.jpg
21212	659383	0.253929	424	13187	test_data/identity_000424/sample_0012.jpg	test_data/identity_013187/sample_0033.jpg
20562	680110	0.257423	411	13602	test_data/identity_000411/sample_0012.jpg	test_data/identity_013602/sample_0010.jpg
23513	702701	0.252863	470	14054	test_data/identity_000470/sample_0013.jpg	test_data/identity_014054/sample_0001.jpg
17242	710451	0.260977	344	14209	test_data/identity_000344/sample_0042.jpg	test_data/identity_014209/sample_0001.jpg
19647	751918	0.252286	392	15038	test_data/identity_000392/sample_0047.jpg	test_data/identity_015038/sample_0018.jpg
17710	759550	0.261766	354	15191	test_data/identity_000354/sample_0010.jpg	test_data/identity_015191/sample_0000.jpg
21778	804118	0.261544	435	16082	test_data/identity_000435/sample_0028.jpg	test_data/identity_016082/sample_0018.jpg
21296	819373	0.251944	425	16387	test_data/identity_000425/sample_0046.jpg	test_data/identity_016387/sample_0023.jpg
19992	847026	0.250756	399	16940	test_data/identity_000399/sample_0042.jpg	test_data/identity_016940/sample_0026.jpg
23583	862330	0.264380	471	17246	test_data/identity_000471/sample_0033.jpg	test_data/identity_017246/sample_0030.jpg
19270	892168	0.251460	385	17843	test_data/identity_000385/sample_0020.jpg	test_data/identity_017843/sample_0018.jpg
21738	885375	0.250325	434	17707	test_data/identity_000434/sample_0038.jpg	test_data/identity_017707/sample_0025.jpg
18597	948481	0.258317	371	18969	test_data/identity_000371/sample_0047.jpg	test_data/identity_018969/sample_0031.jpg
23790	963561	0.257431	475	19271	test_data/identity_000475/sample_0040.jpg	test_data/identity_019271/sample_0011.jpg
19724	995469	0.251548	394	19909	test_data/identity_000394/sample_0024.jpg	test_data/identity_019909/sample_0019.jpg
22229	1022023	0.250484	444	20440	test_data/identity_000444/sample_0029.jpg	test_data/identity_020440/sample_0023.jpg
23892	1044282	0.254043	477	20885	test_data/identity_000477/sample_0042.jpg	test_data/identity_020885/sample_0032.jpg
18186	1172116	0.250773	363	23442	test_data/identity_000363/sample_0036.jpg	test_data/identity_023442/sample_0016.jpg
23184	1178287	0.262541	463	23565	test_data/identity_000463/sample_0034.jpg	test_data/identity_023565/sample_0037.jpg
18293	1190130	0.271298	365	23802	test_data/identity_000365/sample_0043.jpg	test_data/identity_023802/sample_0030.jpg
22024	1212578	0.250337	440	24251	test_data/identity_000440/sample_0024.jpg	test_data/identity_024251/sample_0028.jpg
23994	1213917	0.253060	479	24278	test_data/identity_000479/sample_0044.jpg	test_data/identity_024278/sample_0017.jpg
17237	1227143	0.264017	344	24542	test_data/identity_000344/sample_0037.jpg	test_data/identity_024542/sample_0043.jpg
16389	1239399	0.260461	327	24787	test_data/identity_000327/sample_0039.jpg	test_data/identity_024787/sample_0049.jpg
19887	1275042	0.269782	397	25500	test_data/identity_000397/sample_0037.jpg	test_data/identity_025500/sample_0042.jpg
18092	1300389	0.251814	361	26007	test_data/identity_000361/sample_0042.jpg	test_data/identity_026007/sample_0039.jpg
21741	1308002	0.255950	434	26160	test_data/identity_000434/sample_0041.jpg	test_data/identity_026160/sample_0002.jpg
24363	1321734	0.270772	487	26434	test_data/identity_000487/sample_0013.jpg	test_data/identity_026434/sample_0034.jpg
23016	1341055	0.261601	460	26821	test_data/identity_000460/sample_0016.jpg	test_data/identity_026821/sample_0005.jpg
20153	1352860	0.260763	403	27057	test_data/identity_000403/sample_0003.jpg	test_data/identity_027057/sample_0010.jpg
21867	1370214	0.270208	437	27404	test_data/identity_000437/sample_0017.jpg	test_data/identity_027404/sample_0014.jpg
17976	1389708	0.258422	359	27794	test_data/identity_000359/sample_0026.jpg	test_data/identity_027794/sample_0008.jpg
18745	1410230	0.261804	374	28204	test_data/identity_000374/sample_0045.jpg	test_data/identity_028204/sample_0030.jpg
22117	1446274	0.250370	442	28925	test_data/identity_000442/sample_0017.jpg	test_data/identity_028925/sample_0024.jpg
22103	1477428	0.253138	442	29548	test_data/identity_000442/sample_0003.jpg	test_data/identity_029548/sample_0028.jpg
22735	1480439	0.264065	454	29608	test_data/identity_000454/sample_0035.jpg	test_data/identity_029608/sample_0039.jpg
22971	1520998	0.270624	459	30419	test_data/identity_000459/sample_0021.jpg	test_data/identity_030419/sample_0048.jpg
19203	1553636	0.252133	384	31072	test_data/identity_000384/sample_0003.jpg	test_data/identity_031072/sample_0036.jpg
22679	1557140	0.251330	453	31142	test_data/identity_000453/sample_0029.jpg	test_data/identity_031142/sample_0040.jpg
20307	1594048	0.254839	406	31880	test_data/identity_000406/sample_0007.jpg	test_data/identity_031880/sample_0048.jpg
17163	1597633	0.253792	343	31952	test_data/identity_000343/sample_0013.jpg	test_data/identity_031952/sample_0033.jpg
22338	1618438	0.258457	446	32368	test_data/identity_000446/sample_0038.jpg	test_data/identity_032368/sample_0038.jpg
17953	1683941	0.254906	359	33678	test_data/identity_000359/sample_0003.jpg	test_data/identity_033678/sample_0041.jpg
24290	1680034	0.256667	485	33600	test_data/identity_000485/sample_0040.jpg	test_data/identity_033600/sample_0034.jpg
21496	1727747	0.254541	429	34554	test_data/identity_000429/sample_0046.jpg	test_data/identity_034554/sample_0047.jpg
24010	1736539	0.266137	480	34730	test_data/identity_000480/sample_0010.jpg	test_data/identity_034730/sample_0039.jpg
22599	1751189	0.253579	451	35023	test_data/identity_000451/sample_0049.jpg	test_data/identity_035023/sample_0039.jpg
21437	1773293	0.274178	428	35465	test_data/identity_000428/sample_0037.jpg	test_data/identity_035465/sample_0043.jpg
24088	1771043	0.255785	481	35420	test_data/identity_000481/sample_0038.jpg	test_data/identity_035420/sample_0043.jpg
21644	1806355	0.254411	432	36127	test_data/identity_000432/sample_0044.jpg	test_data/identity_036127/sample_0005.jpg
22748	1816923	0.253122	454	36338	test_data/identity_000454/sample_0048.jpg	test_data/identity_036338/sample_0023.jpg
22273	1831164	0.253048	445	36623	test_data/identity_000445/sample_0023.jpg	test_data/identity_036623/sample_0014.jpg
17753	1890375	0.251392	355	37807	test_data/identity_000355/sample_0003.jpg	test_data/identity_037807/sample_0025.jpg
20122	1896759	0.262240	402	37935	test_data/identity_000402/sample_0022.jpg	test_data/identity_037935/sample_0009.jpg
18523	1919578	0.255250	370	38391	test_data/identity_000370/sample_0023.jpg	test_data/identity_038391/sample_0028.jpg
20319	1917421	0.265863	406	38348	test_data/identity_000406/sample_0019.jpg	test_data/identity_038348/sample_0021.jpg
18997	1933034	0.265532	379	38660	test_data/identity_000379/sample_0047.jpg	test_data/identity_038660/sample_0034.jpg
24115	1979505	0.255519	482	39590	test_data/identity_000482/sample_0015.jpg	test_data/identity_039590/sample_0005.jpg
24251	1976231	0.256899	485	39524	test_data/identity_000485/sample_0001.jpg	test_data/identity_039524/sample_0031.jpg
25854	38424	0.254626	517	768	test_data/identity_000517/sample_0004.jpg	test_data/identity_000768/sample_0024.jpg
32269	35278	0.254350	645	705	test_data/identity_000645/sample_0019.jpg	test_data/identity_000705/sample_0028.jpg
